Data from robot gripper sensors											
Nov-14											
Data generation: Physical testing and data logging												
Hardware: human, Robotiq hand																			
Grasp #	left finger	right finger	middle finger	palm	maxofleft	maxofright	maxofmiddle	maxofpalm
347	0.416875	0.03875	0.464375	0.476166667	0.83	0.1175	0.855	1.2075
348	0.366875	0.04	0.418125	0.562833333	0.7925	0.145	0.84	1.2025
349	0.36625	0.043125	0.400625	0.6465	0.7475	0.1375	0.8225	1.2175
350	0.11	0.044375	0.46	0.6245	0.3375	0.145	0.8375	1.2
351	0.911875	0.07875	0.128125	0.014	1.18	0.18	0.185	0.07
352	0.8975	0.02125	0.005625	0.1185	1.195	0.05	0.01	0.8275
353	0.895	0.011875	0.071875	0.021333333	1.19	0.0375	0.135	0.08
354	0.001875	0.006875	0.00125	0.001833333	0.0025	0.025	0.0025	0.005
355	0.405	0.121875	0.44	0.414	0.82	0.2825	0.7575	1.19
356	0.684375	0.05125	0.709375	0.215666667	1.1775	0.13	0.905	1.1225
357	0.3625	0.069375	0.40875	0.3885	0.755	0.2	0.79	1.185
358	0.32625	0.0875	0.53	0.420833333	0.6025	0.23	1.0175	1.14
359	0.501875	0.063125	0.66125	0.325	0.9275	0.1775	0.8875	1.2225
360	0.50125	0.064375	0.558125	0.375833333	0.9125	0.22	0.93	1.07
361	0.25625	0.120625	0.526875	0.417833333	0.765	0.38	1.045	1.0475
362	0.883125	0.118125	0.029375	0.066833333	0.9875	0.2425	0.0425	0.505
363	0.90625	0.376875	0.020625	0.098333333	1.0725	0.9275	0.045	1.045
364	0.98	0.293125	0.125625	0.117666667	1.185	0.93	0.3125	1.125
365	0.639375	0.23125	0.53125	0.2655	1.1875	0.48	1.03	1.2
366	0.669375	0.09	0.51375	0.250666667	1.0525	0.22	1	0.965
367	0.28	0.164375	0.585	0.352	0.7475	0.36	1.0975	1.2225
368	0.39125	0.071875	0.59375	0.360166667	0.92	0.2375	1.1375	1.145
369	0.388125	0.095625	0.594375	0.366166667	0.825	0.21	1.0975	1.14
370	0.47375	0.04	0.635625	0.378333333	0.8625	0.1075	0.8875	1.1675
371	0.411875	0.079375	0.48375	0.378333333	0.905	0.205	0.825	1.135
372	0.7875	0.199375	0.0525	0.093833333	0.9575	0.36	0.0775	1.0425
373	0.904375	0.33375	0.031875	0.0365	1.015	0.935	0.11	0.405
374	1.01125	0.19125	0.01125	0.104	1.15	0.4275	0.015	0.82
375	0.478125	0.138125	0.3	0.304	0.9525	0.3	0.81	1.2125
376	0.45125	0.1925	0.47125	0.269833333	0.9575	0.565	0.97	1.1925
377	0.498125	0.15875	0.56	0.277	0.9475	0.505	1.12	1.18
378	0.463125	0.1	0.7125	0.5075	1.0075	0.225	1.0875	1.105
379	0.40875	0.09	0.629375	0.479	0.995	0.2775	0.8525	1.0725
380	0.37	0.0375	0.555625	0.501666667	1.0225	0.0675	0.865	1.07
381	0.4975	0.073125	0.70875	0.444833333	0.985	0.2	1.06	1.0875
382	0.956875	0.034375	0.035625	0.009666667	1.175	0.075	0.075	0.02
383	1.019375	0.10125	0.26125	0.0175	1.21	0.325	0.9025	0.0875
384	1.056875	0.07875	0.029375	0.0125	1.195	0.145	0.0675	0.0575
385	0.58375	0.074375	0.476875	0.302166667	1.0725	0.2225	1.095	1.2125
386	0.5625	0.080625	0.724375	0.493833333	1.1	0.17	0.95	1.0925
387	0.53625	0.09125	0.485	0.4565	1.07	0.245	0.92	1.115
388	0.525	0.055	0.7425	0.536833333	1.0975	0.15	0.9925	1.1425
389	0.519375	0.034375	0.68625	0.626333333	1.0925	0.05	0.9675	1.135
390	0.481875	0.0675	0.630625	0.611833333	1.06	0.1575	1.075	1.145
391	0.13	0.499375	0.665625	0.001166667	0.4575	0.86	1.0675	0.0025
392	0.24375	0.26625	0.376875	0.028833333	0.8575	0.8775	0.91	0.285
393	0.263125	0.281875	0.259375	0.097666667	0.93	0.8425	0.7325	0.8775
394	0.4575	0.51125	0.055625	0.002166667	0.8725	0.87	0.15	0.005
395	0.4175	0.5275	0.188125	0.0055	0.8575	1.04	0.365	0.055
396	0.435	0.558125	0.085	0.009166667	0.84	1.0075	0.2025	0.06
397	0.423125	0.344375	0.035625	0.020166667	0.82	0.845	0.0675	0.175
398	0.406875	0.0425	0.244375	0.144166667	0.8225	0.1325	0.66	1.1425
399	0.67	0.55625	0.33625	0.004	0.9525	0.885	0.6825	0.0275
400	0.2975	0.603125	0.624375	0.002	0.9675	1.06	1.105	0.005
401	0.226875	0.736875	0.450625	0.002166667	0.825	1.14	1.0775	0.005
402	0.371875	0.594375	0.01	0.1195	0.8825	0.8725	0.02	0.9275
403	0.54	0.4175	0.224375	0.008833333	0.9175	0.875	0.7525	0.0575
404	0.5325	0.50375	0.019375	0.100833333	1.1825	0.925	0.045	0.95
405	0.21875	0.5025	0.02625	0.029833333	0.7775	0.8775	0.08	0.17
406	0.25875	0.315	0.12125	0.105666667	0.8675	0.9675	0.1975	0.44
407	0.249375	0.5775	0.118125	0.1045	0.8675	0.86	0.2275	0.3
408	0.21125	0.356875	0.269375	0.113333333	0.795	0.995	0.6575	0.34
409	0.313125	0.473125	0.414375	0.003833333	1.1	0.87	0.8375	0.0175
410	0.065	0.8675	0.58875	0.002	0.21	1.0875	0.975	0.01
411	0.2475	0.031875	0.163125	0.09	0.905	0.11	0.3175	0.3075
412	0.225	0.029375	0.510625	0.127333333	0.8125	0.09	0.8125	0.4825
413	0.16875	0.0975	0.231875	0.324666667	0.585	0.33	0.65	1.1675
414	0.235625	0.116875	0.151875	0.158	0.8675	0.3575	0.4025	0.605
415	0.224375	0.068125	0.01875	0.184333333	0.8725	0.17	0.025	0.76
416	0.22625	0.021875	0.18	0.0995	0.865	0.03	0.3925	0.545
417	0.235625	0.06875	0.255625	0.165833333	0.8525	0.15	0.595	0.745
418	0.25625	0.543125	0.395625	0.0035	0.88	0.88	0.7675	0.015
419	0.259375	0.7525	0.341875	0.000666667	0.9	1.19	0.6925	0.005
420	0.239375	0.734375	0.530625	0.0015	0.8575	1.1275	0.7025	0.005
421	0.05625	0.126875	0.016875	0.014333333	0.1525	0.4475	0.045	0.125
422	0.215625	0.085625	0.013125	0.005	0.84	0.2925	0.025	0.03
423	0.271875	0.245625	0.0625	0.115166667	0.8075	0.545	0.19	0.8725
424	0.21875	0.08875	0.13125	0.025833333	0.805	0.305	0.4375	0.17
425	0.208125	0.050625	0.17375	0.002833333	0.7475	0.18	0.605	0.02
426	0.306875	0.32125	0.259375	0.009666667	0.7925	1.1575	0.8425	0.0525
427	0.345625	0.030625	0.091875	0.1285	0.89	0.07	0.24	0.5775
428	0.32375	0.353125	0.21375	0.0035	0.9225	0.9975	0.7575	0.0125
429	0.545625	0.438125	0.36375	0.002333333	1.06	0.8725	0.7175	0.005
430	0.43625	0.763125	0.509375	0.0015	1.075	1.0725	0.775	0.0025
431	0.2075	0.480625	0.494375	0.036666667	0.7	1.1875	0.9225	0.3525
432	0.5325	0.20625	0.249375	0.072833333	0.865	0.475	0.63	0.385
433	0.29375	0.548125	0.02375	0.078833333	0.84	1.015	0.0425	0.3525
434	0.471875	0.37875	0.0275	0.0835	0.9575	0.87	0.0475	0.4175
435	0.454375	0.755625	0.02375	0.107666667	0.905	1.115	0.0475	0.8125
436	0.433125	0.20625	0.080625	0.050166667	0.84	0.53	0.1975	0.3075
437	0.4075	0.53375	0.004375	0.082833333	0.805	0.84	0.0075	0.655
438	0.225	0.639375	0.0075	0.045333333	0.8025	0.865	0.02	0.3275
439	0.2825	0.50125	0.253125	0.003166667	0.98	0.8725	0.8325	0.0125
440	0.235625	0.563125	0.33	0.0015	0.8325	0.865	0.7625	0.0025
441	0.054375	0.728125	0.270625	0.529666667	0.13	1.13	0.495	1.14
442	0.615	0.531875	0.549375	0.372833333	1.18	1.05	1.1	1.0825
443	0.449375	0.509375	0.38375	0.425166667	0.8725	1.18	0.8175	1.09
444	0.48625	0.48625	0.23	0.4245	0.855	1.2425	0.7725	1.13
445	0.111875	0.47125 0.250625	0.402166667	0.3275	1.13	0.36	1.1375	
446	0.661875	0.098125	0.24	0.383	0.98	0.2525	0.8	1.1
447	0.580625	0.195625	0.37125	0.563166667	0.92	0.405	0.94	1.1
448	0.310625	0.18	0.459375	0.005666667	0.87	0.715	1.0825	0.02
449	0.293125	0.040625	0.264375	0.002333333	0.825	0.1275	0.99	0.0075
450	0.0075	0.09	0.4825	0.0035	0.015	0.22	1.1	0.01
451	0.104375	0.415	0.165625	0.491666667	0.2925	1.2525	0.55	1.1225
452	0.115625	0.3025	0.509375	0.3965	0.3625	0.67	1.1	1.125
453	0.64125	0.123125	0.4825	0.424333333	1.2025	0.4225	1.1625	1.1475
454	0.13	0.308125	0.20625	0.465666667	0.285	1.2025	0.7725	1.1675
455	0.083125	0.400625	0.475	0.467833333	0.255	1.095	0.995	1.21
456	0.046875	0.33	0.321875	0.123166667	0.1625	1.1475	0.5125	0.96
457	0.0275	0.50875	0.239375	0.605166667	0.08	1.255	0.825	1.25
458	0.039375	0.045625	0.39625	0.002666667	0.0725	0.13	1.205	0.005
459	0.345	0.495	0.3875	0.001666667	0.865	1.0725	1.12	0.005
460	0.035	0.045625	0.43	0.001833333	0.1025	0.125	1.1125	0.01
461	0.165625	0.4625	0.304375	0.411166667	0.2475	1.24	0.8625	1.2425
462	0.025625	0.314375	0.36625	0.3615	0.06	1.175	0.8675	1.1075
463	0.01125	0.07875	0.335625	0.409333333	0.025	0.1975	0.855	1.115
464	0.015625	0.03375	0.594375	0.3795	0.0275	0.05	1.23	1.0875
465	0.038125	0.09625	0.2875	0.5545	0.1025	0.165	0.855	1.125
466	0.01625	0.218125	0.28375	0.406	0.035	0.485	0.8125	1.11
467	0.008125	0.0525	0.310625	0.449333333	0.015	0.1475	0.865	1.1
468	0.424375	0.295	0.548125	0.002666667	0.7625	1.05	1.1025	0.0075
469	0.241875	0.2125	0.546875	0.001333333	0.75	0.6625	1.135	0.005
470	0.06	0.066875	0.740625	0.002166667	0.1375	0.1	1.145	0.0075
471	0.025	0.35625	0.380625	0.443	0.0775	0.9775	0.92	1.1425
472	0.72625	0.034375	0.54	0.388166667	1.245	0.08	1.0875	1.12
473	0.064375	0.33375	0.4125	0.03	0.1625	1.155	0.8425	0.265
474	0.04875	0.134375	0.39125	0.464333333	0.125	0.355	0.8625	1.165
475	0.059375	0.30625	0.404375	0.033	0.2075	1.0875	1.1525	0.355
476	0.0675	0.698125	0.355	0.431666667	0.165	1.26	0.8575	1.115
477	0.061875	0.6875	0.355625	0.545166667	0.16	1.2275	0.775	1.25
478	0.299375	0.373125	0.33875	0.004833333	0.9975	0.9575	1.06	0.025
479	0.4	0.46375	0.37625	0.0025	0.8875	1.1575	1.0775	0.0075
480	0.236875	0.31125	0.004375	0.000833333	0.82	0.84	0.01	0
481	0.05625	0.126875	0.016875	0.014333333	0.1525	0.4475	0.045	0.125
482	0.215625	0.085625	0.013125	0.005	0.84	0.2925	0.025	0.03
483	0.271875	0.245625	0.0625	0.115166667	0.8075	0.545	0.19	0.8725
484	0.21875	0.08875	0.13125	0.025833333	0.805	0.305	0.4375	0.17
485	0.208125	0.050625	0.17375	0.002833333	0.7475	0.18	0.605	0.02
486	0.306875	0.32125	0.259375	0.009666667	0.7925	1.1575	0.8425	0.0525
487	0.345625	0.030625	0.091875	0.1285	0.89	0.07	0.24	0.5775
488	0.32375	0.353125	0.21375	0.0035	0.9225	0.9975	0.7575	0.0125
489	0.545625	0.438125	0.36375	0.002333333	1.06	0.8725	0.7175	0.005
490	0.43625	0.763125	0.509375	0.0015	1.075	1.0725	0.775	0.0025
491	0.2075	0.480625	0.494375	0.036666667	0.7	1.1875	0.9225	0.3525
492	0.5325	0.20625	0.249375	0.072833333	0.865	0.475	0.63	0.385
493	0.29375	0.548125	0.02375	0.078833333	0.84	1.015	0.0425	0.3525
494	0.471875	0.37875	0.0275	0.0835	0.9575	0.87	0.0475	0.4175
495	0.454375	0.755625	0.02375	0.107666667	0.905	1.115	0.0475	0.8125
496	0.433125	0.20625	0.080625	0.050166667	0.84	0.53	0.1975	0.3075
497	0.4075	0.53375	0.004375	0.082833333	0.805	0.84	0.0075	0.655
498	0.225	0.639375	0.0075	0.045333333	0.8025	0.865	0.02	0.3275
499	0.2825	0.50125	0.253125	0.003166667	0.98	0.8725	0.8325	0.0125
500	0.235625	0.563125	0.33	0.0015	0.8325	0.865	0.7625	0.0025
501	0.480625	0.425625	0.516875	0.4495	0.9275	1.0625	0.91	1.055
502	0.48	0.36875	0.546875	0.292166667	0.9375	1.095	0.885	1.2
503	0.50875	0.610625	0.5325	0.373333333	0.9975	1.2275	0.9125	1.1625
504	0.496875	0.575	0.56375	0.348	0.9425	1.2325	0.88	1.25
505	0.506875	0.52125	0.50375	0.423	0.965	1.2275	0.8275	1.095
506	0.494375	0.494375	0.52625	0.426333333	0.935	1.1575	0.8525	1.13
507	0.49375	0.395	0.511875	0.486666667	0.935	1.06	0.8375	1.0925
508	0.304375	0.3825	0.241875	0.01	0.94	1.09	0.6725	0.0775
509	0.58125	0.711875	0.65625	0.002833333	1.07	0.8925	1.005	0.0075
510	0.89125	0.50375	0.514375	0.001833333	1.0975	0.84	0.8625	0.005
511	0.491875	0.36375	0.57	0.307666667	0.955	1.025	0.9225	1.215
512	0.591875	0.411875	0.52625	0.312	1.0025	1.1825	0.835	1.19
513	0.599375	0.3925	0.564375	0.353833333	0.935	1.1625	0.8375	0.9875
514	0.614375	0.408125	0.51375	0.349833333	1.025	1.16	0.84	1.255
515	0.576875	0.353125	0.516875	0.470666667	0.9375	1.2075	0.84	1.155
516	0.57875	0.40625	0.56875	0.4385	0.8975	1.1275	0.8825	0.875
517	0.584375	0.368125	0.508125	0.442	0.9925	1.235	0.8625	1.16
518	0.713125	0.31125	0.404375	0.0145	0.98	1.0775	0.8525	0.0975
519	0.843125	0.27125	0.423125	0.008666667	0.9725	0.9375	0.8475	0.07
520	0.51375	0.493125	0.510625	0.001833333	1.0275	1.0775	0.9675	0.0175
521	0.425	0.369375	0.533125	0.2865	0.94	1.125	0.845	1.2475
522	0.588125	0.40625	0.54875	0.2935	0.985	1.0675	0.815	1.2525
523	0.595	0.4525	0.534375	0.326333333	1.05	1.26	0.81	1.24
524	0.565625	0.435625	0.55375	0.461166667	0.995	1.2225	0.825	0.975
525	0.550625	0.46375	0.5275	0.288166667	1.015	1.26	0.815	1.2425
526	0.53125	0.43875	0.53875	0.329333333	1	1.2425	0.8225	1.1675
527	0.526875	0.455625	0.53125	0.3075	1.0175	1.245	0.8225	1.21
528	0.66875	0.485	0.56625	0.017666667	0.985	1.23	0.8275	0.1825
529	0.485625	0.514375	0.459375	0.003	0.965	1.085	0.94	0.01
530	0.371875	0.33625	0.214375	0.001833333	0.825	1.1975	0.6625	0.005
531	0.93625	0.700625	0.81875	0.001166667	1.1525	1.1825	0.9	0.005
532	0.31125	0.348125	0.529375	0.316	0.9525	1.0575	0.825	1.0025
533	0.496875	0.445	0.5325	0.2665	0.9925	1.265	0.8925	1.2175
534	0.473125	0.4175	0.5125	0.278	0.9375	1.2025	0.85	1.24
535	0.466875	0.438125	0.55	0.410166667	0.94	1.2075	0.855	0.9925
536	0.52	0.453125	0.5175	0.306666667	1.0925	1.205	0.8525	1.22
537	0.476875	0.383125	0.514375	0.439333333	0.96	1.17	0.85	1.1175
538	0.48125	0.42125	0.52125	0.501333333	0.9725	1.24	0.855	1.0925
539	0.655625	0.504375	0.526875	0.004833333	0.9975	1.19	0.8625	0.015
540	0.4525	0.328125	0.3125	0.003166667	0.9525	0.99	0.7275	0.0125
541	0.503125	0.3225	0.2275	0.003833333	1.0625	1.03	0.655	0.0225
542	0.423125	0.39875	0.5425	0.377833333	0.9225	1.0925	0.925	1.0475
543	0.50125	0.381875	0.568125	0.470666667	1.0225	1.24	0.86	1.1075
544	0.5225	0.320625	0.526875	0.466333333	0.9475	1.2475	0.8475	1.15
545	0.466875	0.42	0.48625	0.280333333	0.93	1.245	0.8525	1.2275
546	0.445	0.378125	0.43375	0.3705	0.8925	1.2325	0.8675	1.1
547	0.78625	0.3075	0.541875	0.3985	1.065	1.18	0.8475	1.055
548	0.47	0.41375	0.49	0.262833333	0.93	1.23	0.85	1.18
549	0.46375	0.346875	0.280625	0.007333333	0.9025	1.1975	0.6525	0.045
550	0.49	0.34	0.365625	0.002666667	0.9325	1.1025	0.735	0.0075
551	0.508125	0.300625	0.21	0.002833333	1.035	1.0775	0.6075	0.01
552	0.485625	0.42375	0.50125	0.2695	1.0075	1.2	0.8475	1.17
553	0.48875	0.435625	0.544375	0.394833333	0.985	1.165	0.8475	1.205
554	0.6675	0.33125	0.55875	0.3455	1.0125	1.1425	0.8425	1.0925
555	0.7	0.33625	0.554375	0.368833333	0.9575	1.245	0.8475	0.9425
556	0.695625	0.338125	0.56	0.350333333	0.9825	1.265	0.8475	0.9525
557	0.491875	0.34125	0.455	0.077333333	0.9775	1.2575	0.8475	0.5675
558	0.45375	0.3425	0.475625	0.493	0.925	1.2325	0.855	1.0725
559	0.43625	0.41625	0.50625	0.504	0.92	1.22	0.8775	1.0925
560	0.24	0.368125	0.21625	0.011666667	0.82	1.2325	0.66	0.1125
561	0.48375	0.374375	0.25375	0.004333333	0.9225	1.2225	0.6375	0.0225
562	0.309375	0.26875	0.2425	0.002833333	0.9	0.805	0.6475	0.01
563	0.459375	0.364375	0.504375	0.288333333	0.9375	1.0475	0.8625	1.23
564	0.438125	0.39875	0.538125	0.416833333	0.8725	1.24	0.8575	0.9675
565	0.50875	0.405625	0.539375	0.4815	1.0575	1.25	0.8575	1.03
566	0.500625	0.395	0.5425	0.456	1.0525	1.2275	0.855	1.0975
567	0.52	0.4025	0.524375	0.401333333	1.1025	1.215	0.8525	1.1925
568	0.70125	0.35375	0.4275	0.006166667	1.035	1.1925	0.865	0.0375
569	0.619375	0.333125	0.40875	0.0025	0.9175	0.945	0.8625	0.01
570	0.59375	0.290625	0.411875	0.001666667	0.975	0.925	0.8925	0.005
